Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
AB11 6FQ,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2002-06-01,2005-06-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 6FR,57.140775,-2.111995,393321,805547,NJ933055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",20,11,"","","City Centre West - 02","Large urban area",
AB11 6FS,57.142699,-2.100203,394035,805760,NJ940057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2005-01-01,,"","",25,17,"","","City Centre East - 01","Large urban area",
AB11 6FT,57.141472,-2.10552,393713,805624,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1999-12-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6FU,57.141472,-2.10552,393713,805624,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2001-01-01,2001-02-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6FW,57.140874,-2.111797,393333,805558,NJ933055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1997-06-01,,"","",17,10,"","","City Centre West - 02","Large urban area",
AB11 6FY,57.141472,-2.10552,393713,805624,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,2000-07-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6GA,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",1996-06-01,2004-05-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 6GE,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",1996-06-01,1996-12-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 6GH,57.141472,-2.10552,393713,805624,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,2000-07-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6GJ,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2000-07-01,2000-09-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 6GL,57.141293,-2.105288,393727,805604,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1998-06-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6GN,57.144658,-2.098622,394131,805978,NJ941059,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6GP,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2001-06-01,2002-03-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 6GQ,57.144146,-2.098786,394121,805921,NJ941059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6GR,57.144228,-2.097646,394190,805930,NJ941059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6GS,57.144228,-2.097646,394190,805930,NJ941059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen North",2001-01-01,2001-01-01,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6GT,57.139177,-2.099879,394054,805368,NJ940053,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1999-10-01,2000-01-01,"","",,,"","","Ferryhill North - 03","Large urban area",
AB11 6GX,57.142215,-2.098632,394130,805706,NJ941057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen North",1996-06-01,1996-12-01,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6GY,57.145252,-2.097384,394206,806044,NJ942060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,2014-11-01,"","",,,"","","City Centre East - 02","Large urban area",
AB11 6GZ,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",1996-06-01,2006-05-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 6HA,57.144547,-2.103017,393865,805966,NJ938059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",19,12,"","","City Centre East - 01","Large urban area",
AB11 6HB,57.144654,-2.10386,393814,805978,NJ938059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",24,11,"","","City Centre East - 01","Large urban area",
AB11 6HD,57.143713,-2.100834,393997,805873,NJ939058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",30,20,"","","City Centre East - 01","Large urban area",
AB11 6HE,57.144045,-2.101529,393955,805910,NJ939059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",31,19,"","","City Centre East - 04","Large urban area",
AB11 6HF,57.144054,-2.10171,393944,805911,NJ939059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,2013-12-01,"","",0,0,"","","City Centre East - 04","Large urban area",
AB11 6HG,57.143353,-2.101246,393972,805833,NJ939058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre East - 04","Large urban area",
AB11 6HH,57.143021,-2.101691,393945,805796,NJ939057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",2,0,"","","City Centre East - 04","Large urban area",
AB11 6HJ,57.142661,-2.101971,393928,805756,NJ939057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",14,4,"","","City Centre East - 04","Large urban area",
AB11 6HL,57.142752,-2.100831,393997,805766,NJ939057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",51,32,"","","City Centre East - 04","Large urban area",
AB11 6HN,57.142437,-2.101359,393965,805731,NJ939057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",16,7,"","","City Centre East - 04","Large urban area",
AB11 6HP,57.141773,-2.101027,393985,805657,NJ939056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",27,15,"","","City Centre East - 04","Large urban area",
AB11 6HQ,57.141799,-2.101522,393955,805660,NJ939056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",22,11,"","","City Centre East - 04","Large urban area",
AB11 6HR,57.141279,-2.10081,393998,805602,NJ939056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",6,4,"","","City Centre East - 01","Large urban area",
AB11 6HS,57.141162,-2.10124,393972,805589,NJ939055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",24,9,"","","City Centre East - 01","Large urban area",
AB11 6HT,57.140749,-2.100528,394015,805543,NJ940055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",44,11,"","","Ferryhill North - 01","Large urban area",
AB11 6HU,57.144726,-2.103117,393859,805986,NJ938059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 05","Large urban area",
AB11 6HW,57.143541,-2.102651,393887,805854,NJ938058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1998-06-01,,"","",26,20,"","","City Centre East - 04","Large urban area",
AB11 6HX,57.140722,-2.101073,393982,805540,NJ939055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",27,14,"","","Ferryhill North - 01","Large urban area",
AB11 6HY,57.144916,-2.10201,393926,806007,NJ939060,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",1,1,"","","City Centre West - 05","Large urban area",
AB11 6HZ,57.144646,-2.102604,393890,805977,NJ938059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6JA,57.140012,-2.100444,394020,805461,NJ940054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",35,25,"","","Ferryhill North - 01","Large urban area",
AB11 6JB,57.140003,-2.101005,393986,805460,NJ939054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",47,31,"","","Ferryhill North - 01","Large urban area",
AB11 6JD,57.139491,-2.101004,393986,805403,NJ939054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",62,30,"","","Ferryhill North - 03","Large urban area",
AB11 6JE,57.142087,-2.100846,393996,805692,NJ939056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",26,18,"","","City Centre East - 01","Large urban area",
AB11 6JF,57.142169,-2.099739,394063,805701,NJ940057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,2013-05-01,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6JG,57.141863,-2.100399,394023,805667,NJ940056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",6,3,"","","City Centre East - 01","Large urban area",
AB11 6JH,57.141486,-2.099638,394069,805625,NJ940056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",72,36,"","","City Centre East - 01","Large urban area",
AB11 6JJ,57.144916,-2.10201,393926,806007,NJ939060,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",43,22,"","","City Centre West - 05","Large urban area",
AB11 6JL,57.144997,-2.101432,393961,806016,NJ939060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",8,7,"","","City Centre West - 05","Large urban area",
AB11 6JN,57.144279,-2.10105,393984,805936,NJ939059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",9,3,"","","City Centre East - 01","Large urban area",
AB11 6JP,57.141472,-2.10552,393713,805624,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1999-12-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6JQ,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2004-01-01,2004-01-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 6JR,57.142303,-2.100896,393993,805716,NJ939057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",51,36,"","","City Centre East - 01","Large urban area",
AB11 6JS,57.141037,-2.100099,394041,805575,NJ940055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",21,16,"","","City Centre East - 01","Large urban area",
AB11 6JT,57.143355,-2.098965,394110,805833,NJ941058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen North",1996-06-01,1996-12-01,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6JU,57.145665,-2.097831,394179,806090,NJ941060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",,,"","","City Centre East - 02","Large urban area",
AB11 6JW,57.142251,-2.098186,394157,805710,NJ941057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6JX,57.137904,-2.097596,394192,805226,NJ941052,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","Ferryhill North - 02","Large urban area",
AB11 6JY,57.140763,-2.10489,393751,805545,NJ937055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",33,10,"","","Ferryhill North - 01","Large urban area",
AB11 6JZ,57.140494,-2.104857,393753,805515,NJ937055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",57,18,"","","Ferryhill North - 01","Large urban area",
AB11 6LA,57.137256,-2.098139,394159,805154,NJ941051,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",71,42,"","","Ferryhill North - 02","Large urban area",
AB11 6LB,57.135712,-2.097062,394224,804982,NJ942049,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1999-06-01,"","",,,"","","Ferryhill North - 02","Large urban area",
AB11 6LD,57.136637,-2.098006,394167,805085,NJ941050,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2006-07-01,,"","",73,48,"","","Ferryhill North - 02","Large urban area",
AB11 6LE,57.136296,-2.097294,394210,805047,NJ942050,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","Ferryhill North - 02","Large urban area",
AB11 6LF,57.140633,-2.110376,393419,805531,NJ934055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1998-12-01,"","",,,"","","City Centre West - 02","Large urban area",
AB11 6LG,57.13908,-2.09831,394149,805357,NJ941053,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2009-03-01,,"","",70,44,"","","Ferryhill North - 03","Large urban area",
AB11 6LH,57.140108,-2.104591,393769,805472,NJ937054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1996-12-01,"","",,,"","","Ferryhill North - 01","Large urban area",
AB11 6LJ,57.139583,-2.098807,394119,805413,NJ941054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",37,22,"","","Ferryhill North - 03","Large urban area",
AB11 6LL,57.139878,-2.0996,394071,805446,NJ940054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",53,32,"","","Ferryhill North - 03","Large urban area",
AB11 6LN,57.140849,-2.099041,394105,805554,NJ941055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",150,85,"","","Ferryhill North - 01","Large urban area",
AB11 6LP,57.140641,-2.10104,393984,805531,NJ939055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",8,3,"","","Ferryhill North - 01","Large urban area",
AB11 6LQ,57.140054,-2.10464,393766,805466,NJ937054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",40,23,"","","Ferryhill North - 01","Large urban area",
AB11 6LR,57.140729,-2.102527,393894,805541,NJ938055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",48,20,"","","Ferryhill North - 01","Large urban area",
AB11 6LS,57.141124,-2.103074,393861,805585,NJ938055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",58,21,"","","City Centre East - 04","Large urban area",
AB11 6LT,57.14446,-2.099712,394065,805956,NJ940059,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6LU,57.141331,-2.103157,393856,805608,NJ938056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",32,17,"","","City Centre East - 04","Large urban area",
AB11 6LW,57.141438,-2.10324,393851,805620,NJ938056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",14,8,"","","City Centre East - 04","Large urban area",
AB11 6LX,57.144146,-2.098786,394121,805921,NJ941059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6LY,57.141472,-2.10552,393713,805624,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1999-06-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6LZ,57.145359,-2.098144,394160,806056,NJ941060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",11,6,"","","City Centre East - 02","Large urban area",
AB11 6NA,57.144489,-2.096655,394250,805959,NJ942059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6NB,57.145018,-2.097896,394175,806018,NJ941060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",29,19,"","","City Centre East - 02","Large urban area",
AB11 6ND,57.145917,-2.097551,394196,806118,NJ941061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",2,2,"","","City Centre East - 02","Large urban area",
AB11 6NE,57.145414,-2.096343,394269,806062,NJ942060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",0,0,"","","City Centre East - 02","Large urban area",
